FID,数量,X,Y
625,4,117.114568050000003,34.292418071900002
626,4,117.112349879000007,34.292594244699998
627,4,117.113939485000003,34.293586924600000
628,4,117.126764965999996,34.289130834500000
629,4,117.126943307999994,34.288573258100001
630,4,117.126022544999998,34.296031264200003
631,4,117.127687077000004,34.296375393500000
632,4,117.127857947999999,34.295342428700003
633,4,117.128029689000002,34.294884293000003
634,4,117.148399209000004,34.275080764899997
635,4,117.140572626999997,34.273668128799997
636,4,117.142481019000002,34.273950771499997
637,4,117.141646725000001,34.273997534300001
638,4,117.141709380999998,34.274352379299998
639,4,117.143437187999993,34.274620061699999
640,4,117.134431684999996,34.273776474999998
641,4,117.191513298000004,34.243686666599999
642,4,117.167456399000002,34.219825964100004
643,3,117.190693220000000,34.243742723200000
644,4,117.191389904000005,34.242530398000000
645,4,117.192280858999993,34.242288574699998
646,3,117.191246370000002,34.241495442000002
647,4,117.192170266999995,34.241907830899997
648,4,117.193180020000000,34.242176439799998
649,4,117.166511055000001,34.258029440000001
650,4,117.216038389999994,34.208541770799997
651,4,117.165843769000006,34.253291177999998
652,4,117.166153652000006,34.253115843600000
653,4,117.168786267000002,34.253253346100003
654,4,117.168196127000002,34.253558770700003
655,2,117.168251158999993,34.254195197500003
656,4,117.167495035000002,34.254174742300002
657,3,117.168271102000006,34.254806936400001
658,3,117.170394659999999,34.252919146499998
659,4,117.168459611000003,34.252975045800000
660,4,117.164727120999999,34.252382459899998
661,4,117.165556271000000,34.252721288600000
662,3,117.163488278000003,34.252473646399999
663,4,117.162051542000000,34.250973645999998
664,3,117.162328079999995,34.251422548199997
665,4,117.162209344000004,34.251840522999998
666,4,117.162227109000000,34.252458671200003
667,4,117.163649747999997,34.251564043700000
668,4,117.163769106000004,34.253108428200001
669,4,117.164165048000001,34.255373912700001
670,4,117.163879316999996,34.253759447999997
671,5,117.164783725000007,34.255262747200000
672,1,117.162042662999994,34.254898648999998
673,4,117.162154020000003,34.255506824299999
674,4,117.161601286999996,34.253966489800000
675,4,117.161841084000002,34.253186307500002
676,4,117.162169187999993,34.253101723999997
677,4,117.161304857000005,34.251176103699997
678,3,117.160916876000002,34.251897550099997
679,3,117.161095325999995,34.252193804100003
680,4,117.161210940000004,34.252449346100001
681,4,117.159997493000006,34.252495408300000
682,4,117.159767298999995,34.251717686799999
683,4,117.160630327000007,34.251011396800003
684,2,117.159803053000005,34.250908546600002
685,2,117.160510920999997,34.254032264499997
686,4,117.160941605999994,34.253503748800000
687,4,117.159727932999999,34.253377838900001
688,2,117.156366121000005,34.251309374900003
689,2,117.157201322999995,34.251257205599998
690,2,117.157978209000007,34.251234072599999
691,3,117.158724520999996,34.251204104899998
692,3,117.158916083999998,34.251648458699997
